pkg_Title_ID	Region	Title_RIF_Missing	pkg_link	License	pkg_Content_ID	last_modified	pkg_File_Size		VERSION
PCSB00927	EU	THE LAST BLADE2          [ID: ETH0000000000368]	http://zeus.dl.playstation.net/cdn/EP0576/PCSB00927_00/EP0576-PCSB00927_00-ETH0000000000368_bg_1_5c2e8b94d6e6f1af2e1cd565b001204855cb07f5.pkg	KO5ifR1dQ+e7BhiYmptBVVsamYPsdw3xQNhobGaBz39TP7Eo31cMvHdW+GTiJOdN9aMxPrgBAJ0cE78A	EP0576-PCSB00927_00-ETH0000000000368	2020/01/01	5570352		01.00
PCSB01020	EU	GAROU MARK OF THE WOLVES          [ID: ETH0000000000591]	http://zeus.dl.playstation.net/cdn/EP0576/PCSB01020_00/EP0576-PCSB01020_00-ETH0000000000591_bg_1_137f323738550e8806b3e61c497ddf9cd1fca8c3.pkg	KO5ifR1dQ+e7BhiYmptBVBsaGIHtdw3xQNhoammIz39nvbTuMliaLy6Zc2qD/6rSoNEYH9wAAL6xEzwA	EP0576-PCSB01020_00-ETH0000000000591	2020/01/01	4843840		01.00
PCSB00713	EU	[*No zRIF] J-STARS VICTORY VS+ THEME          [ID: ETH0000000000001]	http://zeus.dl.playstation.net/cdn/EP0700/PCSB00713_00/EP0700-PCSB00713_00-ETH0000000000001_bg_1_515ba0146682014eecb2903f40dd8c01fc0abe32.pkg	NOT REQUIRED	EP0700-PCSB00713_00-ETH0000000000001	2020/01/01	4863200		01.00
PCSB00861	EU	Theme Yasuda Suzuhito Set          [ID: DSCUSTOMTHEME001]	http://zeus.dl.playstation.net/cdn/EP0700/PCSB00861_00/EP0700-PCSB00861_00-DSCUSTOMTHEME001_bg_1_db72f7311390c684455a1cdf9304edf645779f0b.pkg	KO5ifR1dQ+e7BoBcAlVtYWYIst8l2Dk0OMTfN8TD1RdolyE+/3W3XkyfdGy5Xu4RkXsXy9ubR2N8cAMAIT8VwgAA	EP0700-PCSB00861_00-DSCUSTOMTHEME001	2020/01/01	4492384		01.00
PCSB00861	EU	Theme Royal Knights Set          [ID: DSCUSTOMTHEME002]	http://zeus.dl.playstation.net/cdn/EP0700/PCSB00861_00/EP0700-PCSB00861_00-DSCUSTOMTHEME002_bg_2_c24eaec1e1ce7bc476f6ded2252edf1c22169b69.pkg	KO5ifR1dQ+e7BoBcAlVtYWYIst8l2Dk0OMTfN8TD1RdolxE+/5UcCVsSVDz39r9nVx//vrwpcDTGBzcAAFYuF7UA	EP0700-PCSB00861_00-DSCUSTOMTHEME002	2020/01/01	5241856		01.00
PCSB00983	EU	Mobile Suit Gundam: Extreme VS-Force Theme 1          [ID: VSTATHEME0000001]	http://zeus.dl.playstation.net/cdn/EP0700/PCSB00983_00/EP0700-PCSB00983_00-VSTATHEME0000001_bg_1_a47d2901021459d358af6ea0c8ebc43dcb179b4c.pkg	KO5ifR1dQ+e7BoBcAlVtaWEMsj8sOMQxxMPV1xVqJz7/fShdcb9T8DmzIv/+ngNVN4JGY3xwAwBZNBS4	EP0700-PCSB00983_00-VSTATHEME0000001	2020/01/01	3314624		01.00
PCSB00983	EU	Mobile Suit Gundam: Extreme VS-Force Theme 2          [ID: VSTATHEME0000002]	http://zeus.dl.playstation.net/cdn/EP0700/PCSB00983_00/EP0700-PCSB00983_00-VSTATHEME0000002_bg_1_685138a6e3e1a854f1200b636e204a139ca309e2.pkg	KO5ifR1dQ+e7BoBcAlVtaWEMsj8sOMQxxMPV1xVipxE+/z1RDVk+eW/p+Yo//+/F7No7ZzTGBzcAALMTFsIA	EP0700-PCSB00983_00-VSTATHEME0000002	2020/01/01	3286656		01.00
PCSB00788	EU	Danganronpa Another Episode: Ultra Despair Girls Theme          [ID: ETH0000000000156]	http://zeus.dl.playstation.net/cdn/EP1063/PCSB00788_00/EP1063-PCSB00788_00-ETH0000000000156_bg_1_1527135a242e38e43ca2a7bf65489354106a9d6c.pkg	KO5ifR1dQ+e7BhgamBlDVZtbWIDsdw3xQLLR1Ayf/95617IzWGRufc1zu/LIyqf3RmN8cAMAjX8UVwAA	EP1063-PCSB00788_00-ETH0000000000156	2021/04/02	4311808		01.01
PCSB01039	EU	Touhou Genso Wanderer Special theme          [ID: ETH0000000001004]	http://zeus.dl.playstation.net/cdn/EP1063/PCSB01039_00/EP1063-PCSB01039_00-ETH0000000001004_bg_1_7e5bf27d94ddab118ae8608bd691f16345ca1fac.pkg	KO5ifR1dQ+e7BhgamBlDVBsaGFuC7HcN8UBYCHQZPv85qx1TX/xm+/pZYTnVVdd9AkZjfHADAKbQE8gA	EP1063-PCSB01039_00-ETH0000000001004	2020/01/01	4733472		01.00
PCSB01094	EU	Operation Babel: New Tokyo Legacy          [ID: OPBCUSTOMTHEME00]	http://zeus.dl.playstation.net/cdn/EP1063/PCSB01094_00/EP1063-PCSB01094_00-OPBCUSTOMTHEME00_bg_1_3c3e13b36b1b69e8eb66cf90d6a768b71b2bc48b.pkg	KO5ifR1dQ+e7BhgamBlDVBsaWJqA7PcPcHIODQ7x9w3xcPUFWobPf+FNb58bhfjq9XDeTpB5bLFsNMYHNwAAvWQUTgAA	EP1063-PCSB01094_00-OPBCUSTOMTHEME00	2020/01/01	4764848		01.00
PCSB01095	EU	A Rose in the Twilight PlayStation®Vita Theme 4          [ID: ETH0000000000844]	http://zeus.dl.playstation.net/cdn/EP1063/PCSB01095_00/EP1063-PCSB01095_00-ETH0000000000844_bg_1_bbef24f3a6a4a34c7c74c1a88b87ee88d7df2de1.pkg	KO5ifR1dQ+e7BhgamBlDVBsaWJqC7HcN8UDYaGFigs9/AYYJb9Q/NC8LVm9QuKzHVDQa44MbAABbhhJi	EP1063-PCSB01095_00-ETH0000000000844	2020/01/01	6697184		01.00
PCSB01095	EU	A Rose in the Twilight PlayStation®Vita Theme 1          [ID: ETH0000000000846]	http://zeus.dl.playstation.net/cdn/EP1063/PCSB01095_00/EP1063-PCSB01095_00-ETH0000000000846_bg_1_bb0f74a75d5fb49e28edbbefe31dd3dfc67aa97c.pkg	KO5ifR1dQ+e7BhgamBlDVBsaWJqC7HcN8UDYaGFihs9/1v2vtqsf2RP2d8ch99Z3n/+MxvjgBgDUlxZQ	EP1063-PCSB01095_00-ETH0000000000846	2020/01/01	4911776		01.00
PCSB01095	EU	A Rose in the Twilight PlayStation®Vita Theme 2          [ID: ETH0000000000847]	http://zeus.dl.playstation.net/cdn/EP1063/PCSB01095_00/EP1063-PCSB01095_00-ETH0000000000847_bg_1_788d71a732265412e17ad2299fbfaf40b255a193.pkg	KO5ifR1dQ+e7BhgamBlDVBsaWJqC7HcN8UDYaGFijs9/3tv3ur9L+CMlkpRq4/Q/u240xgc3AAAhOBN0	EP1063-PCSB01095_00-ETH0000000000847	2020/01/01	6635840		01.00
PCSB01095	EU	A Rose in the Twilight PlayStation®Vita Theme 3          [ID: ETH0000000000848]	http://zeus.dl.playstation.net/cdn/EP1063/PCSB01095_00/EP1063-PCSB01095_00-ETH0000000000848_bg_1_e5fab7ab596297351228a5a87aad33b2e992f573.pkg	KO5ifR1dQ+e7BhgamBlDVBsaWJqC7HcN8UDYaGFigc9/sxdvX/1IKTt7Zs7Zox+jCuVHY3xwAwA5URS2	EP1063-PCSB01095_00-ETH0000000000848	2020/01/01	7335360		01.00
PCSB01129	EU	Touhou Kobuto V:Burst Battle "Theme-03" (Free)          [ID: KBTVTHEMEF000003]	http://zeus.dl.playstation.net/cdn/EP1063/PCSB01129_00/EP1063-PCSB01129_00-KBTVTHEMEF000003_bg_1_1f2ea871c7eb388113f7b2403e1250bc6cd7d25a.pkg	KO5ifR1dQ+e7BhgamBlDVBsaGlmC7Pd2CgkL8XD1dXUD22mMz3/d+11+q06fpOt/XiCH1f/fvdEYH9wAAJcmFEQA	EP1063-PCSB01129_00-KBTVTHEMEF000003	2020/01/01	4234048		01.00
PCSB01103	EU	The Caligula Effect          [ID: ETH0000000001080]	http://zeus.dl.playstation.net/cdn/EP2475/PCSB01103_00/EP2475-PCSB01103_00-ETH0000000001080_bg_1_999c45b5b93ed527f827e4aabb463e3fb4048ec8.pkg	KO5ifR1dQ+e7BhiZmJtCVBsaGhiD7HcN8UBYaGBhgM9/3ELBGb4NLBd260pE3FPkHo3wQQ4AX1AQmAAA	EP2475-PCSB01103_00-ETH0000000001080	2020/01/01	2652432		01.00
PCSB01087	EU	[*No zRIF] Atelier Firis: Special Theme          [ID: ETH0000000000819]	http://zeus.dl.playstation.net/cdn/EP4108/PCSB01087_00/EP4108-PCSB01087_00-ETH0000000000819_bg_1_165e03dac0377a46744b2488e05c6a3b55a92aa1.pkg	NOT REQUIRED	EP4108-PCSB01087_00-ETH0000000000819	2020/01/01	4657104		01.00
PCSB01066	EU	Akiba's Beat Theme          [ID: ETH0000000001210]	http://zeus.dl.playstation.net/cdn/EP4293/PCSB01066_00/EP4293-PCSB01066_00-ETH0000000001210_bg_1_7cb90ae1717bac5e541a88e6f8569b93630e2c73.pkg	KO5ifR1dQ+e7BpgYWRpDVBsamJmB7HcN8UBYaGRogM9/hyr602XC579lN6uyVX02y240xgc3AAAATBLG	EP4293-PCSB01066_00-ETH0000000001210	2021/01/25	4322768		01.00
PCSB01030	EU	Fate/EXTELLA Exclusive Original Theme          [ID: PSVTHEMEEXCLUSIV]	http://zeus.dl.playstation.net/cdn/EP4492/PCSB01030_00/EP4492-PCSB01030_00-PSVTHEMEEXCLUSIV_bg_1_e961c0a86a9b2e77c1c35a3306c97abdf4e3d6c1.pkg	KO5ifR1dQ+e7BpiYWBpBVBsCXQKyPyA4LMTD1dfVNcLZJzTYMwyf/x4uEjq0K8hlg/aWtGXruGoiR2N8cAMAEIwVEQAA	EP4492-PCSB01030_00-PSVTHEMEEXCLUSIV	2020/01/01	2123680		01.00
PCSF00001	EU	UNCHARTED Golden Abyss™ Theme          [ID: UGAVITATHEME0000]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00001_00/ZoRByXwPLuQYAZVmLLuIvoeOqugMBCZLKDufifXBPNuBIXpcxlpkUgrtjfxzPCaT.pkg	KO5ifR1dQ+e7BlgimWZgCLI/1N0xzDPEMcTD1RdklQE+/yWnmCVkNX046hxurRRWpOU+GuODGwAAMZQSzAAA	EP9000-PCSF00001_00-UGAVITATHEME0000	2020/01/01	6050192		01.00
PCSF00012	EU	UNCHARTED Golden Abyss™ Theme          [ID: UGAVITATHEME0000]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00012_00/QrpaSpXugMiNnDuDtKJtJfYzqTWzNJwfIGBJEPTCvXjpINuvUPJZHmvCHdjHezSc.pkg	KO5ifR1dQ+e7BlgimWZoBLI/1N0xzDPEMcTD1RdklQE+/z0Pm9coIrFRji0zrfVVyMw7ozE+uAEAMAUUBAAA	EP9000-PCSF00012_00-UGAVITATHEME0000	2020/01/01	6050192		01.00
PCSF00214	EU	Tearaway™          [ID: THEME00000000000]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00214_00/IEIiIafoKlSYhyJZlZCSAbORbuRxZwwpPolDEnMZfiSkKSMIXZXCmfBittuWlhbQ.pkg	KO5ifR1dQ+e7BlgiTDMyNAHZH+Lh6uuKsNMAn/++pYXGHm3JXpswWVjYkZPlxGiMD24AAJrSEoEA	EP9000-PCSF00214_00-THEME00000000000	2020/01/01	7915536		01.00
PCSF00352	EU	Destiny of Spirits: Dragons Summit          [ID: EWP0000000000025]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00352_00/IshFTOTDnqxfCIcEVBNxhhgXBJfcooKSHumfIwzSwetAVLpJUlNjmrbuoZKdqSLE.pkg	KO5ifR1dQ+e7BlgiTDM2NQLZ7xoegLDRwMgUn//uRO17vrdSp/5ijbZfGuu07NEYH9wAAJKkE7QA	EP9000-PCSF00352_00-EWP0000000000025	2020/01/01	6063120		01.00
PCSF00352	EU	Destiny of Spirits: Friends in Need          [ID: EWP0000000000026]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00352_00/wiTFsXtZFGsGVeTbFxNfyzmojKIRmrxbZTdRtxkVtraiGSwazKMrhrsQGhJNZLIw.pkg	KO5ifR1dQ+e7BlgiTDM2NQLZ7xoegLDRwMgMn//4t9jqy+kydtSJu0s16gr6jsb44AYAD3cPzAAA	EP9000-PCSF00352_00-EWP0000000000026	2020/01/01	4948672		01.00
PCSF00352	EU	Destiny of Spirits: Maidens of War          [ID: EWP0000000000027]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00352_00/zwIIdMhkHjJoeUPEWJIUnbwXOaLqwDEuexnDUEDQvCdKYEjaTaNmJQOfoOwRqAbZ.pkg	KO5ifR1dQ+e7BlgiTDM2NQLZ7xoegLDRwMgcn/+atvIfKzqygzNdtjnH9diU36MxPrgBAMIDE9gA	EP9000-PCSF00352_00-EWP0000000000027	2020/01/01	5999456		01.00
PCSF00536	EU	Oreshika          [ID: ETH0000000000018]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00536_00/MIVVLhMKFxaxLQxUbKyydaKSZnvqpEinatumSziGDKrguJuvigvTRNsyAFxPeSNv.pkg	KO5ifR1dQ+e7BlgiTDM1NgPZ7xriYYBkpQU+/+ncC96hcVOVccpSG+t6F++a0Rgf3AAAEw0SNwAA	EP9000-PCSF00536_00-ETH0000000000018	2020/01/01	749312		01.00
PCSF00688	EU	PlayStation® 20th Anniversary          [ID: 20THANNITHEME001]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00688_00/FDAwnVuVAeiVXtsbWkGTpeMhgueLKvhUHSQbBCbAUBCwfdrMBsqwJJwHWOXPbxra.pkg	KO5ifR1dQ+e7BlgiTDOzsADZb2QQ4uHo5+cZ4uHqC7TLEJ//om/szl63/nDa3Mqfm5+uq+cbjfHBDQAPoBZY	EP9000-PCSF00688_00-20THANNITHEME001	2020/01/01	5073424		01.00
PCSF00688	EU	PlayStation®Vita Birthday Theme          [ID: EWP0000000000047]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00688_00/EP9000-PCSF00688_00-EWP0000000000047_bg_2_8aa2e230b423e463ce915fbaab486209c1d88a91.pkg	KO5ifR1dQ+e7BlgiTDOzsADZ7xoegLDRwMQcn//eyC25cmDLdLXLv7+nL4kxNxmN8cENAO62FSAA	EP9000-PCSF00688_00-EWP0000000000047	2020/01/01	2822528		01.01
PCSF00688	EU	Toro and Friends Theme          [ID: EWP0000000000049]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00688_00/EP9000-PCSF00688_00-EWP0000000000049_bg_1_245e1417f2acd4276da97f31d4e1719c00665f75.pkg	KO5ifR1dQ+e7BlgiTDOzsADZ7xoegLDRwMQSn/9+cLwR0Lmt+ibbv5x33mNrttEYH9wAAEW1EuwA	EP9000-PCSF00688_00-EWP0000000000049	2021/04/03	4528704		01.00
PCSF00688	EU	Crystal          [ID: P000000000002912]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00688_00/rKcDUoJQhJfyaZdqaRIeYTpjVhLVfmzUOhhVwBppmBlinogksNwYKMVgqzoRhgzr.pkg	KO5ifR1dQ+e7BlgiTDOzsADZH4Cwz8DI0tAIn/8qp/7dvECrwlIiryYndkZG2WiMD24AAIGdExcA	EP9000-PCSF00688_00-P000000000002912	2020/01/01	5369744		01.00
PCSF00688	EU	Four Seasons          [ID: P000000000002913]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00688_00/cLDWcAHsDNrmKADknGDcpiUpYaohtuGXpUIMCedRrDgQofkakzSzpeiTIlIFQXOl.pkg	KO5ifR1dQ+e7BlgiTDOzsADZH4Cwz8DI0tAYn/8eKJ02OBwh9uWSj8KtZLVr1qMxPrgBABapE3IA	EP9000-PCSF00688_00-P000000000002913	2020/01/01	2808784		01.00
PCSF00688	EU	Stitching          [ID: P000000000002914]	http://zeus.dl.playstation.net/cdn/EP9000/PCSF00688_00/ArzdZtOdvIaytKDjiaOqOHYpacIftDZQYiwAtdAPpcvvKnwFskRWnwflgKaeeqFf.pkg	KO5ifR1dQ+e7BlgiTDOzsADZH4Cwz8DI0tAEn/96W36/1zl39oW7m+CeCqmDO0djfHADACa/FK8A	EP9000-PCSF00688_00-P000000000002914	2020/01/01	7368112		01.00
PCSH00220	ASIA	[*No zRIF] Atelier Sophie Theme          [ID: THEME17GUSTFIRST]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00220_00/HP0106-PCSH00220_00-THEME17GUSTFIRST_bg_1_8826fff59a77eb80520480e10ea9e2523ddcd488.pkg	NOT REQUIRED	HP0106-PCSH00220_00-THEME17GUSTFIRST	2020/01/01	839472		01.00
PCSH00275	ASIA	金色琴弦４ 首批限量原創主題          [ID: CORDA4THEME00000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00275_00/HP0106-PCSH00275_00-CORDA4THEME00000_bg_2_4179a7f794045ba239cc90e11b295f7a157af47b.pkg	KO5ifR1dQ+d7BBgYGpiBVHsAbTM3Bdnv7B/k4mgS4uHq6wq2FJ//9JlXxyrMuS3jeuvEjW0rTBlHY3xwAwCQ8xOq	HP0106-PCSH00275_00-CORDA4THEME00000	2020/01/01	3913168		01.01
PCSH00146	ASIA	[*No zRIF] 絕對絕望少女          [ID: CUSTOMTHEME00000]	http://zeus.dl.playstation.net/cdn/HP0365/PCSH00146_00/HP0365-PCSH00146_00-CUSTOMTHEME00000_bg_1_165233e02696a547098a69eabadf239f02348462.pkg	NOT REQUIRED	HP0365-PCSH00146_00-CUSTOMTHEME00000	2020/01/01	4073504		01.00
PCSH00173	ASIA	[*No zRIF] 主題 安田典生組          [ID: DSCUSTOMTHEME001]	http://zeus.dl.playstation.net/cdn/HP0700/PCSH00173_00/HP0700-PCSH00173_00-DSCUSTOMTHEME001_bg_1_67c9f81cb04e3f6ec007e85c987ca75118e0fd30.pkg	NOT REQUIRED	HP0700-PCSH00173_00-DSCUSTOMTHEME001	2020/01/01	4471952		01.00
PCSH00173	ASIA	[*No zRIF] 主題 皇家騎士組          [ID: DSCUSTOMTHEME002]	http://zeus.dl.playstation.net/cdn/HP0700/PCSH00173_00/HP0700-PCSH00173_00-DSCUSTOMTHEME002_bg_1_b02d63040f78180bd10ce539e39866e9a665ada5.pkg	NOT REQUIRED	HP0700-PCSH00173_00-DSCUSTOMTHEME002	2020/01/01	5257632		01.00
PCSH00199	ASIA	GOD EATER RESURRECTION Original Theme          [ID: GERESTHEME000001]	http://zeus.dl.playstation.net/cdn/HP0700/PCSH00199_00/HP0700-PCSH00199_00-GERESTHEME000001_bg_1_8fb7d4a99f4d1f28efa89eadefb48e71d0966f9e.pkg	KO5ifR1dQ+d7BIBcAlLtATTd0hJkv7trkGtwiIerryvETnz++8fD/GC/6e2KEqvA3W/WJvKOxvjgBgDfqxRu	HP0700-PCSH00199_00-GERESTHEME000001	2021/04/02	2295616		01.00
PCSH10001	ASIA	SUPER ROBOT WARS V Original Theme          [ID: THEME00000000000]	http://zeus.dl.playstation.net/cdn/HP0700/PCSH10001_00/HP0700-PCSH10001_00-THEME00000000000_bg_1_37bba8e7791e4b7f86f95ba5be8bd347cca85991.pkg	KO5ifR1dQ+d7BIBcAlLtYQgyH2R/iIerryvCTgN8/tu8qLpZfnWLY9HWE5oMOy0CR2N8cAMAmYQTHQAA	HP0700-PCSH10001_00-THEME00000000000	2020/01/01	1095952		01.01
PCSH10004	ASIA	超級機器人大戰V 原創佈景主題          [ID: THEME00000000000]	http://zeus.dl.playstation.net/cdn/HP0700/PCSH10004_00/HP0700-PCSH10004_00-THEME00000000000_bg_1_9894053960998c5ab63c48d88137cd57c795daee.pkg	KO5ifR1dQ+d7BIBcAlLtYQhyBcj+EA9XX1eEnQb4/Lf18RmPgnfdf89dCrVxiDdbPRrjgxsAAP9BFScA	HP0700-PCSH10004_00-THEME00000000000	2020/05/01	1097328		01.01
PCSH10059	ASIA	數碼寶貝物語 原創主題「點陣圖Ver」          [ID: DSCSHMTHEME00001]	http://zeus.dl.playstation.net/cdn/HP0700/PCSH10059_00/HP0700-PCSH10059_00-DSCSHMTHEME00001_bg_1_8dd22236cac4cb275bdb58f72cdd051eef5abac3.pkg	KO5ifR1dQ+d7BIBcAlLtYQi03xJkv0swkOcb4uHq6wq2E5//PMW/VUTH2sRwK62YuWl9wo7RGB/cAAB1iBOW	HP0700-PCSH10059_00-DSCSHMTHEME00001	2020/04/05	2923104		01.00
PCSH10088	ASIA	SUPER ROBOT WARS X Original Theme          [ID: THEME000000000EN]	http://zeus.dl.playstation.net/cdn/HP0700/PCSH10088_00/HP0700-PCSH10088_00-THEME000000000EN_bg_1_50eafdbc4d9578ddc71ecc798184c78b554b85d2.pkg	KO5ifR1dQ+d7BIBcAlLtYQh0jwXI/hAPV19XuJWufvj8ZzF79vcW9StF8k4h5vWddZKjMT64AQB6zBME	HP0700-PCSH10088_00-THEME000000000EN	2020/01/01	1321696		01.00
PCSH10089	ASIA	超級機器人大戰X 原創佈景主題          [ID: THEME000000000TC]	http://zeus.dl.playstation.net/cdn/HP0700/PCSH10089_00/HP0700-PCSH10089_00-THEME000000000TC_bg_1_5594c1be41c0bdd17b3e6ea876be35cec947cea8.pkg	KO5ifR1dQ+d7BIBcAlLtYQh0jyXI/hAPV19XuJUhzvj8l7Ssf/LrrzPcHHarHH0aNHnOaIwPbgAAVrwVWgAA	HP0700-PCSH10089_00-THEME000000000TC	2020/05/01	1330864		01.00
PCSH00210	ASIA	Teslagead PS Vita Theme          [ID: TESLAGRADTHEME01]	http://zeus.dl.playstation.net/cdn/HP5036/PCSH00210_00/HP5036-PCSH00210_00-TESLAGRADTHEME01_bg_1_5bb224895d0470d8084009efbcf2c333137e423e.pkg	KO5ifR1dQ+d7BJgaGJuBVHsAbTME2x/iGuzj6B7k6BLi4erramCIz39sSQucu5NvBGyWu5yQ6WAqMBrjgxsAAMrPEyQA	HP5036-PCSH00210_00-TESLAGRADTHEME01	2020/01/01	4481984		01.00
PCSH00300	ASIA	PlayStation®Vita Theme of Coven and Labyrinth of Refrain          [ID: REFRAINKRTHEME00]	http://zeus.dl.playstation.net/cdn/HP5036/PCSH00300_00/HP5036-PCSH00300_00-REFRAINKRTHEME00_bg_1_ecb650ce2b73db88703a4fdaf16a7a125a849e9b.pkg	KO5ifR1dQ+d7BJgaGJuBVHuAHQKyP8jVLcjR0887KMTD1RdoGT7/eX1X/z7xVN2et9rB/7yfTPMZjfHBDQAF+hZL	HP5036-PCSH00300_00-REFRAINKRTHEME00	2020/01/01	5009056		01.01
